,mensaje,fecha,sentimiento
16052,james comey better hope that there are no tapes of our conversations before he starts leaking to the press,05/12/2017 12:26,0
16053,maybe the best thing to do would be to cancel all future press briefings and hand out written responses for the sake of accuracy,05/12/2017 12:07,1
16054,as very active president with lots of things happening it is not possible for my surrogates to stand at podium with perfect accuracy,05/12/2017 11:59,1
16055,the fake media is working overtime today,05/12/2017 11:53,0
16056,again the story that there was collusion between the russians trump campaign was fabricated by dems as an excuse for losing the election,05/12/2017 11:51,0
16057,yesterday on the same day had meetings with russian foreign minister sergei lavrov and the fm of ukraine pavlo,05/11/2017 21:54,0
16058,russia must be laughing up their sleeves watching as the tears itself apart over democrat excuse for losing the election,05/11/2017 20:34,0
16059,we finally agree on something rosie,05/11/2017 19:55,1
16060,presidential executive order on the establishment of presidential advisory commission on election integrity,05/11/2017 19:35,1
16061,presidential executive order on strengthening the cybersecurity of federal networks and critical infrastructure,05/11/2017 19:34,1
16062,the democrats should be ashamed this is disgrace draintheswamp,05/11/2017 0:14,0
16063,dems have been complaining for months months about dir comey now that he has been fired they pretend to be aggrieved phony hypocrites,05/10/2017 19:23,1
16064,the roger stone report on is false fake news have not spoken to roger in long time had nothing to do with my decision,05/10/2017 12:57,0
16065,caught he cried like baby and begged for forgiveness and now he is judge jury he should be the one who is investigated for his acts,05/10/2017 12:39,0
16066,years as pol in connecticut blumenthal would talk of his great bravery and conquests in vietnam except he was never there when,05/10/2017 12:30,0
16067,watching senator richard blumenthal speak of comey is joke richie devised one of the greatest military frauds in history for,05/10/2017 12:24,1
16068,rt scandals on director watch,05/10/2017 11:28,1
16069,comey lost the confidence of almost everyone in washington republican and democrat alike when things calm down they will be thanking me,05/10/2017 11:27,1
16070,rt mexico nd deadliest country tops afghan iraq,05/10/2017 11:21,1
16071,james comey will be replaced by someone who will do far better job bringing back the spirit and prestige of the fbi,05/10/2017 11:19,1
16072,the democrats have said some of the worst things about james comey including the fact that he should be fired but now they play so sad,05/10/2017 11:10,0
16073,cryin chuck schumer stated recently do not have confidence in him james comey any longer then acts so indignant draintheswamp,05/10/2017 2:42,0
16074,manufacturing openings hires rise to highest levels of the recovery,05/09/2017 21:38,1
16075,it was an honor to welcome the teachers of the year to the wh last month today we honor and thank all teachers,05/09/2017 17:19,1
16076,biggest story today between clapper yates is on surveillance why does not the media report on this fakenews,05/08/2017 22:50,0
16077,the russia trump collusion story is total hoax when will this taxpayer funded charade end,05/08/2017 22:46,0
16078,sally yates made the fake media extremely unhappy today she said nothing but old news,05/08/2017 22:43,0
16079,director clapper reiterated what everybody including the fake media already knows there is no evidence of collusion russia and trump,05/08/2017 22:41,1
16080,honored to welcome georgia prime minister giorgi kvirikashvili to the today with mike pence,05/08/2017 17:42,1
16081,ask sally yates under oath if she knows how classified information got into the newspapers soon after she explained it to counsel,05/08/2017 14:43,1
16082,ask sally yates under oath if she knows how classified information got into the newspapers soon after she explained it to council,05/08/2017 12:14,1
16083,general flynn was given the highest security clearance by the obama administration but the fake news seldom likes talking about that,05/08/2017 11:57,1
16084,congratulations to on his big win yesterday john is great guy who never gave up and now winner again,05/08/2017 11:32,1
16085,rt pm benjamin netanyahu at weekly cabinet meeting in two weeks israel will host trump on his first trip as president,05/08/2017 11:23,1
16086,rexnord of indiana made deal during the obama administration to move to mexico fired their employees tax product big that sold in,05/07/2017 22:58,0
16087,congratulations to emmanuel macron on his big win today as the next president of france look very much forward to working with him,05/07/2017 19:22,1
16088,republican senators will not let the american people down obamacare premiums and deductibles are way up it was lie and it is dead,05/07/2017 12:49,0
16089,rt thought about jobs that went overseas failing schools open borders not my skin color when voted,05/07/2017 11:37,0
16090,rt not against the media against the fake media cashinin,05/07/2017 11:17,0
16091,when will the fake media ask about the dems dealings with russia why the dnc would not allow the fbi to check their server or investigate,05/07/2017 11:15,0
16092,the reason am staying in bedminster beautiful community is that staying in nyc is much more expensive and disruptive meetings,05/06/2017 22:39,0
16093,great jobs report today it is all beginning to work,05/05/2017 23:34,0
16094,why is it that the fake news rarely reports ocare is on its last legs and that insurance companies are fleeing for their lives it dead,05/05/2017 23:29,0
16095,wowthe fake news media did everything in its power to make the republican healthcare victory look as bad as possible far better than ocare,05/05/2017 23:22,1
16096,weeklyaddress,05/05/2017 19:43,1
16097,jobs jobs jobs,05/05/2017 19:32,0
16098,of course the australians have better healthcare than we do everybody does obamacare is dead but our healthcare will soon be great,05/05/2017 19:13,1
16099,rather than causing big disruption in will be working out of my home in bedminster this weekend also saves country money,05/05/2017 13:02,0
16100,big win in the house very exciting but when everything comes together with the inclusion of phase we will have truly great healthcare,05/05/2017 12:52,1
16101,an honor to welcome pm of australia to america join him in marking the th anniversary of the,05/05/2017 6:16,1
16102,it was great day for the united states of america this is great plan that is repeal replace of obamacare,05/05/2017 2:55,1
16103,if victorious republicans will be having big press conference at the beautiful rose garden of the white house immediately after vote,05/04/2017 18:07,1
16104,insurance companies are fleeing obamacare it is dead our healthcare plan will lower premiums deductibles and be great healthcare,05/04/2017 17:56,0
16105,am watching the democrats trying to defend the you can keep you doctor you can keep your plan premiums will go down obamacare lie,05/04/2017 17:43,1
16106,beautiful evening with religious leaders here at the wh last night join us now for nationaldayofprayer live,05/04/2017 15:26,1
16107,death spiral aetna will exit obamacare markets in va in citing expected losses on indv plans this year,05/04/2017 12:28,0
16108,rt president trump to sign an executive order on religious liberty today the national day of prayer,05/04/2017 11:09,1
16109,congratulations to on its unbelievable ratings hike,05/04/2017 11:07,1
16110,the fake news media is officially out of control they will do or say anything in order to get attention never been time like this,05/04/2017 11:02,1
16111,allegations of unmasking trump transition officials not good,05/04/2017 10:49,0
16112,susan rice the former national security advisor to president obama is refusing to testify before senate subcommittee next week on,05/04/2017 10:40,0
16113,an honor to host president mahmoud abbas at the wh today hopefully something terrific could come out it between th,05/03/2017 22:01,1
16114,it was an honor to stop by schoolchoice event hosted by pence and secretary at the,05/03/2017 20:57,1
16115,trump russia story was an excuse used by the democrats as justification for losing the election perhaps trump just ran great campaign,05/03/2017 3:06,1
16116,fbi director comey was the best thing that ever happened to hillary clinton in that he gave her free pass for many bad deeds the phony,05/03/2017 2:51,1
16117,congratulations to the winners of the commander in chief trophy the great air force falcons watch,05/02/2017 21:08,1
16118,either elect more republican senators in or change the rules now to our country needs good shutdown in september to fix mess,05/02/2017 13:07,1
16119,the reason for the plan negotiated between the republicans and democrats is that we need votes in the senate which are not there we,05/02/2017 13:01,0
16120,president andrew jackson who died years before the civil war started saw it coming and was angry would never have let it happen,05/02/2017 0:55,0
16121,icymi on saturday signed two eo to help keep jobs wealth in our country eo eo,05/01/2017 20:30,1
16122,this month we celebrate the contributions of asian americans pacific islanders that enrich our nation,05/01/2017 19:29,1
16123,healthcare plan is on its way will have much lower premiums deductibles while at the same time taking care of pre existing conditions,04-30-2017 12:32:50,1
16124,you can not compare anything to obamacare because obamacare is dead dems want billions to go to insurance companies to bail out donors new,04-30-2017 12:28:04,0
16125,the democrats without leader have become the party of obstruction they are only interested in themselves and not in what best for,04-30-2017 12:09:04,0
16126,big excitement last night in the great state of pennsylvania fantastic crowd and people make america great again,04-30-2017 12:05:31,1
16127,will be interviewed on this morning at have great day,04-30-2017 11:33:12,1
16128,rt days ago new message leader movement took the oval office government for the people by the people this is,04-29-2017 17:42:34,1
16129,mainstream fake media refuses to state our long list of achievements including legislative signings strong borders great optimism,04-29-2017 17:39:48,1
16130,looking forward to rally in the great state of pennsylvania tonight at big crowd big energy,04-29-2017 15:35:26,1
16131,just stated that president trump successes are unmatched in recent presidential history thank you lou,04-29-2017 02:40:11,1
16132,rt dems do not really believe trump is pawn of russia that just their political tool,04-29-2017 02:34:33,1
16133,north korea disrespected the wishes of china its highly respected president when it launched though unsuccessfully missile today bad,04-28-2017 23:26:18,0
16134,will be interviewed by on tonight at pm enjoy,04-28-2017 22:31:25,1
16135,we are making tremendous progress with the there has never been so much done so quickly and we have just started we love our vets,04-28-2017 12:15:59,1
16136,rt former president obama wall street speech stuns liberal base sen warren saying she was troubled by that http,04-28-2017 12:12:15,1
16137,today signed an executive order on improving accountability and whistleblower protection at the,04-27-2017 22:43:19,1
16138,presidential memorandum for the re aluminum imports and threats to national security,04-27-2017 21:42:47,1
16139,melania and were honored to welcome argentina president and first lady juliana awada to,04-27-2017 18:59:31,1
16140,as families prepare for summer vacations in our national parks democrats threaten to close them and shut down the government terrible,04-27-2017 14:39:25,0
16141,democrats used to support border security now they want illegals to pour through our borders,04-27-2017 14:39:04,0
16142,democrats jeopardizing the safety of our troops to bail out their donors from insurance companies it is time to put americafirst,04-27-2017 14:38:14,0
16143,what more important rebuilding our military or bailing out insurance companies ask the democrats,04-27-2017 14:37:51,1
16144,promise to rebuild our military and secure our border democrats want to shut down the government politics,04-27-2017 14:37:30,0
16145,want to help our miners while the democrats are blocking their healthcare,04-27-2017 14:37:09,0
16146,the democrats want to shut government if we do not bail out puerto rico and give billions to their insurance companies for ocare failure no,04-27-2017 11:30:20,0
16147,subject to the fact that if we do not reach fair deal for all we will then terminate nafta relationships are good deal very possible,04-27-2017 11:21:20,1
16148,received calls from the president of mexico and the prime minister of canada asking to renegotiate nafta rather than terminate agreed,04-27-2017 11:12:12,1
16149,democrats are trying to bail out insurance companies from disastrous obamacare and puerto rico with your tax dollars sad,04-26-2017 23:06:16,0
16150,great great honor to welcome recognize the national teacher of the year as well as the teacher of the year fro,04-26-2017 22:27:29,1
16151,today signed an executive order on enforcing statutory prohibitions on federal control of education eo,04-26-2017 20:49:16,1
16152,today signed an executive order the dept of review of designations under the antiquities act,04-26-2017 18:10:04,1
16153,happy birthday to our melania,04-26-2017 14:53:26,1
16154,the recorded its slowest economic growth in five years gdp up only trade deficits hurt the economy very badly,04-26-2017 10:51:06,0
16155,the ninth circuit which has terrible record of being overturned close to they used to call this judge shopping messy system,04-26-2017 10:38:51,0
16156,out of our very big country with many choices does everyone notice that both the ban case and now the sanctuary case is brought in,04-26-2017 10:30:54,1
16157,first the ninth circuit rules against the ban now it hits again on sanctuary cities both ridiculous rulings see you in the supreme court,04-26-2017 10:20:00,1
16158,presidential executive order on promoting agriculture and rural prosperity in america executive order,04-25-2017 23:32:13,1
16159,remarks at the united states holocaust memorial museum national days of remembrance full remarks,04-25-2017 17:51:03,1
16160,do not let the fake media tell you that have changed my position on the wall it will get built and help stop drugs human trafficking etc,04-25-2017 12:36:28,1
16161,canada has made business for our dairy farmers in wisconsin and other border states very difficult we will not stand for this watch,04-25-2017 12:30:15,0
16162,proud of for her leadership on these important issues looking forward to hearing her speak at the,04-25-2017 11:23:08,1
16163,today signed the holocaust remembrance proclamation icymi my statement last night at,04-24-2017 20:32:08,0
16164,if our healthcare plan is approved you will see real healthcare and premiums will start tumbling down obamacare is in death spiral,04-24-2017 17:18:32,1
16165,join me in congratulating by using the hashtag congratspeggy earlier today,04-24-2017 17:11:31,1
16166,the wall is not built which it will be the drug situation will never be fixed the way it should be buildthewall,04-24-2017 15:31:57,0
16167,congratspeggy,04-24-2017 14:02:01,1
16168,the wall is very important tool in stopping drugs from pouring into our country and poisoning our youth and many others if,04-24-2017 12:28:01,1
16169,the two fake news polls released yesterday abc nbc while containing some very positive info were totally wrong in general watch,04-24-2017 12:15:45,1
16170,popular vote abc news washington post poll wrong big on election said almost all stand by their vote on me said strong leader,04-23-2017 19:55:04,1
16171,new polls out today are very good considering that much of the media is fake and almost always negative would still beat hillary in,04-23-2017 19:48:16,1
16172,eventually but at later date so we can get started early mexico will be paying in some form for the badly needed border wall,04-23-2017 15:44:59,1
16173,the democrats do not want money from budget going to border wall despite the fact that it will stop drugs and very bad ms gang members,04-23-2017 15:42:07,0
16174,obamacare is in serious trouble the dems need big money to keep it going otherwise it dies far sooner than anyone would have thought,04-23-2017 14:20:12,0
16175,thank you lake worth florida,04-23-2017 14:07:52,1
16176,very interesting election currently taking place in france,04-23-2017 14:05:07,1
16177,am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection jobs matter,04-22-2017 21:49:10,1
16178,today on earth day we celebrate our beautiful forests lakes and land we stand committed to preserving the natural beauty of our nation,04-22-2017 19:01:59,1
16179,big tax reform and tax reduction will be announced next wednesday,04-22-2017 16:15:01,0
16180,next saturday night will be holding big rally in pennsylvania look forward to it,04-22-2017 16:10:26,1
16181,getting ready to visit walter reed medical center with melania looking forward to seeing our bravest and greatest americans,04-22-2017 16:05:37,1
16182,rt israeli pm netanyahu praises policy changes during meeting with defense sec mattis,04-22-2017 15:18:49,1
16183,rt chicago approves new plan to hide illegal immigrants from the feds plus give them access to city services,04-22-2017 15:18:11,1
16184,after sb victories since it was my honor to give bob kraft coach belichick and the players their first to,04-22-2017 03:38:00,1
16185,presidential executive order on identifying and reducing tax regulatory burdens executive order,04-22-2017 00:43:21,1
16186,rt jared kushner dina powell in the oval office today aya her brother basel,04-22-2017 00:19:58,1
16187,welcome home aya godblesstheusa,04-21-2017 20:22:14,1
16188,china is very much the economic lifeline to north korea so while nothing is easy if they want to solve the north korean problem they will,04-21-2017 13:04:19,0
16189,no matter how much accomplish during the ridiculous standard of the first days it has been lot including media will kill,04-21-2017 10:50:33,1
16190,another terrorist attack in paris the people of france will not take much more of this will have big effect on presidential election,04-21-2017 10:32:01,1
16191,rt nyt editor apologizes for misleading tweet about new england patriots visit to the white house via,04-21-2017 10:11:27,1
16192,great honor to host pm paolo gentiloni of italy at the white house this afternoon icymi joint press conference,04-20-2017 21:35:05,1
16193,we re going to use american steel we re going to use american labor we are going to come first in all deals,04-20-2017 19:33:46,1
16194,failing which has been calling me wrong for two years just got caught in big lie concerning new england patriots visit to,04-20-2017 13:48:14,0
16195,great honor to host the champion new england at the white house today congratulations,04-20-2017 01:34:10,1
16196,today signed the veterans our heroes choice program extension improvement act the watch,04-19-2017 20:26:45,1
16197,buyamericanhireamerican,04-19-2017 17:31:28,1
16198,dems failed in kansas and are now failing in georgia great job karen handel it is now hollywood vs georgia on june th,04-19-2017 12:43:18,0
16199,despite major outside money fake media support and eleven republican candidates big win with runoff in georgia glad to be of help,04-19-2017 04:09:17,1
16200,buyamericanhireamerican watch,04-18-2017 20:56:16,1
16201,just learned that jon who is running for congress in georgia does not even live in the district republicans get out and vote,04-18-2017 20:38:25,0
16202,republicans must get out today and vote in georgia force runoff and easy win dem ossoff will raise your taxes very bad on crime nd,04-18-2017 10:46:19,0
16203,democrat jon ossoff would be disaster in congress very weak on crime and illegal immigration bad for jobs and wants higher taxes say no,04-18-2017 10:38:59,0
16204,will be interviewed on by starting at enjoy,04-18-2017 09:48:10,1
16205,the weak illegal immigration policies of the obama admin allowed bad ms gangs to form in cities across we are removing them fast,04-18-2017 09:39:25,0
16206,with eleven republican candidates running in georgia on tuesday for congress runoff will be win vote for lower taxes safety,04-18-2017 02:18:38,1
16207,see you tomorrow wisconsin trump spurs small business optimism in milwaukee area,04-17-2017 22:41:53,1
16208,trump approval hits,04-17-2017 22:38:30,1
16209,rt trump approval hits,04-17-2017 13:35:27,1
16210,the super liberal democrat in the georgia congressioal race tomorrow wants to protect criminals allow illegal immigration and raise taxes,04-17-2017 13:31:03,0
16211,the fake media not real media has gotten even worse since the election every story is badly slanted we have to hold them to the truth,04-17-2017 12:17:59,0
16212,great book for your reading enjoyment reasons to vote for democrats by michael knowles,04-17-2017 12:13:17,1
16213,the first days of my presidency has exposed the total failure of the last eight years of foreign policy so true,04-17-2017 12:07:16,0
16214,the recent kansas election congress was really big media event until the republicans won now they play the same game with georgia bad,04-17-2017 00:45:01,0
16215,our military is building and is rapidly becoming stronger than ever before frankly we have no choice,04-16-2017 13:41:47,0
16216,someone should look into who paid for the small organized rallies yesterday the election is over,04-16-2017 13:13:26,1
16217,did what was an almost an impossible thing to do for republican easily won the electoral college now tax returns are brought up again,04-16-2017 13:07:11,0
16218,happy easter to everyone,04-16-2017 12:24:49,1
16219,why would call china currency manipulator when they are working with us on the north korean problem we will see what happens,04-16-2017 12:18:40,1
16220,rt looking forward to hosting the annual easter egg roll at the on monday,04-14-2017 21:46:20,1
16221,weekly address,04-14-2017 20:41:25,1
16222,rt great again feds arrest murder suspect in fast and furious scandal,04-14-2017 03:18:24,1
16223,it was great honor to welcome atlanta heroic first responders to the white house this afternoon,04-13-2017 19:21:07,1
16224,things will work out fine between the and russia at the right time everyone will come to their senses there will be lasting peace,04-13-2017 13:16:30,1
16225,have great confidence that china will properly deal with north korea if they are unable to do so the with its allies will,04-13-2017 13:08:20,1
16226,jobs are returning illegal immigration is plummeting law order and justice are being restored we are truly making america great again,04-13-2017 00:32:25,1
16227,one by one we are keeping our promises on the border on energy on jobs on regulations big changes are happening,04/12/2017 23:10,1
16228,economic confidence is soaring as we unleash the power of private sector job creation and stand up for the american workers americafirst,04/12/2017 23:09,1
16229,great meeting nato sec gen we agreed on the importance of getting countries to pay their fair share focus on,04/12/2017 21:48,1
16230,great win in kansas last night for ron estes easily winning the congressional race against the dems who spent heavily predicted victory,04/12/2017 12:37,1
16231,had very good call last night with the president of china concerning the menace of north korea,04/12/2017 12:22,1
16232,will be interviewed by at enjoy,04/12/2017 3:16,1
16233,great strategic policy ceo forum today with my cabinet secretaries and top ceo from around the united states,04/11/2017 20:27,1
16234,ron estes is running today for congress in the great state of kansas wonderful guy need his help on healthcare tax cuts reform,04/11/2017 12:59,0
16235,north korea is looking for trouble if china decides to help that would be great if not we will solve the problem without them,04/11/2017 12:03,0
16236,explained to the president of china that trade deal with the will be far better for them if they solve the north korean problem,04/11/2017 11:59,1
16237,rt grateful syrians react to strike ll name my son donald syrianstrikes,04/11/2017 11:48,1
16238,happy passover to everyone celebrating in the united states of america israel and around the world chagsameach,04/10/2017 23:56,1
16239,congratulations to justice neil gorsuch on his elevation to the united states supreme court great day for americ,04/10/2017 21:59,1
16240,thank you usa,04/10/2017 1:35,1
16241,confidence that president al sisi will handle situation properly,04/09/2017 15:21,1
16242,so sad to hear of the terrorist attack in egypt strongly condemns have great,04/09/2017 15:20,0
16243,judge gorsuch will be sworn in at the rose garden of the white house on monday at he will be great justice very proud of him,04/08/2017 19:58,1
16244,the reason you do not generally hit runways is that they are easy and inexpensive to quickly fix fill in and top,04/08/2017 19:00,1
16245,congratulations to our great military men and women for representing the united states and the world so well in the syria attack,04/08/2017 14:54,1
16246,goodwill and friendship was formed but only time will tell on trade,04/08/2017 14:51,1
16247,it was great honor to have president xi jinping and madame peng liyuan of china as our guests in the united states tremendous,04/08/2017 14:50,1
16248,rt very proud of arabella and joseph for their performance in honor of president xi jinping and madame peng liyuan official,04/07/2017 23:22,1
16249,it was an honor to host our american heroes from the soldierridedc at the today with,04/06/2017 18:30,1
16250,jobs jobs jobs,04/06/2017 2:12,0
16251,am deeply committed to preserving our strong relationship to strengthening america long standing support for,04/05/2017 21:18,0
16252,great to talk jobs with nabtu tremendous spirit optimism we will deliver,04/04/2017 21:03,1
16253,thank you sean mcgarvey the entire governing board of presidents for honoring me an invite to speak nabtu,04/04/2017 19:38,1
16254,ceotownhall,04/04/2017 18:38,1
16255,rt rice ordered spy docs on trump,04/04/2017 12:39,1
16256,it was an honor to welcome president al sisi of egypt to the as we renew the historic partnership betwe,04/03/2017 19:39,1
16257,looking forward to hosting our heroes from the wounded warrior project soldier ride to the on th,04/03/2017 17:56,1
16258,getting ready to meet president al sisi of egypt on behalf of the united states look forward to long and wonderful relationship,04/03/2017 16:00,1
16259,from multiple sources there was electronic surveillance of trump and people close to trump this is unprecedented,04/03/2017 12:51,0
16260,did hillary clinton ever apologize for receiving the answers to the debate just asking,04/03/2017 11:21,1
16261,was the brother of john podesta paid big money to get the sanctions on russia lifted did hillary know,04/03/2017 11:16,0
16262,such amazing reporting on unmasking and the crooked scheme against us by spied on before nomination the real story,04/03/2017 10:15,1
16263,melania and are honored to light up the this evening for worldautismawarenessday join us liub,04/03/2017 0:58,1
16264,the real story turns out to be surveillance and leaking find the leakers,04/02/2017 13:34,0
16265,talks on repealing and replacing obamacare are and have been going on and will continue until such time as deal is hopefully struck,04/02/2017 13:03,1
16266,anybody especially fake news media who thinks that repeal replace of obamacare is dead does not know the love and strength in party,04/02/2017 12:56,0
16267,thank you will get even better as my administration continues to put americafirst,04/01/2017 22:21,1
16268,not associated with russia trump team spied on before he was nominated if this is true does not get much bigger would be sad for,04/01/2017 17:02,0
16269,wow just reporting big news source official behind unmasking is high up known intel official is responsible some unmasked,04/01/2017 16:50,1
16270,use subsidies to buy health plans in other words ocare is dead good things will happen however either with republicans or dems,04/01/2017 16:06,1
16271,the failing finally gets it in places where no insurance company offers plans there will be no way for obamacare customers to,04/01/2017 15:59,0
16272,rt signs executive orders on trade that will set the stage for revival in american manufacturing am,04/01/2017 15:35,1
16273,it is the same fake news media that said there is no path to victory for trump that is now pushing the phony russia story total scam,04/01/2017 13:02,0
16274,when will sleepy eyes chuck todd and start talking about the obama surveillance scandal and stop with the fake trump russia story,04/01/2017 12:43,1
16275,we are going to defend our industry create level playing field for the american worker it is time to put,03-31-2017 21:31:44,1
16276,trump celebrates american manufacturing survey showing highest level of optimism in years,03-31-2017 19:37:00,1
16277,it is an exciting time for our country weeklyaddress confirmgorsuch,03-31-2017 18:30:38,1
16278,confirmgorsuch scotus,03-31-2017 17:45:10,1
16279,great meeting with wonderful woman today former secretary of state condoleezza rice usa,03-31-2017 17:28:44,1
16280,it was an honor to welcome the prime minister of denmark lars lkke rasmussen to the yes,03-31-2017 14:35:47,1
16281,mike flynn should ask for immunity in that this is witch hunt excuse for big election loss by media dems of historic proportion,03-31-2017 11:04:32,1
16282,only by enlisting the full potential of women in our society will we be truly able to makeamericagreatagain,03-31-2017 01:43:35,1
16283,and job losses american companies must be prepared to look at other alternatives,03-30-2017 22:16:50,1
16284,the meeting next week with china will be very difficult one in that we can no longer have massive trade deficits,03-30-2017 22:16:17,0
16285,where are and repealandreplace obamacare,03-30-2017 21:21:50,0
16286,if and would get on board we would have both great healthcare and massive tax cuts reform,03-30-2017 21:20:44,0
16287,if and raul labrador would get on board we would have both great healthcare and massive tax cuts reform,03-30-2017 21:18:57,0
16288,great op ed from looks like some in the freedom caucus are helping me end obamacare,03-30-2017 21:17:30,1
16289,the failing has disgraced the media world gotten me wrong for two solid years change libel laws,03-30-2017 14:27:14,0
16290,the freedom caucus will hurt the entire republican agenda if they do not get on the team fast we must fight them dems in,03-30-2017 13:07:42,0
16291,today we honored our true american heroes on the first ever national vietnam war veterans day thankaveteran,03-30-2017 02:12:09,1
16292,melania and were honored to stop by the women empowerment panel this afternoon at the,03-29-2017 23:58:11,1
16293,today eo established commission on combating drug addiction and the opioid crisis watch listening session,03-29-2017 21:39:01,1
16294,if the people of our great country could only see how viciously and inaccurately my administration is covered by certain media,03-29-2017 12:21:02,0
16295,remember when the failing apologized to its subscribers right after the election because their coverage was so wrong now worse,03-29-2017 12:01:52,0
16296,why does not fake news talk about podesta ties to russia as covered by or money from russia to clinton sale of uranium,03-28-2017 22:41:09,0
16297,new era in american energy madeintheusa watch here,03-28-2017 21:48:40,1
16298,it was an honor to welcome to the today with pence attorney general sessions thank you fo,03-28-2017 20:57:17,1
16299,the failing would do much better if they were honest,03-28-2017 15:26:23,1
16300,watch now on podesta and russia,03-28-2017 11:16:44,1
16301,big announcement by ford today major investment to be made in three michigan plants car companies coming back to jobs jobs jobs,03-28-2017 10:36:02,0
16302,the democrats will make deal with me on healthcare as soon as obamacare folds not long do not worry we are in very good shape,03-28-2017 02:03:17,1
16303,the republican house freedom caucus was able to snatch defeat from the jaws of victory after so many bad years they were ready for win,03-28-2017 01:41:15,1
16304,money to bill the hillary russian reset praise of russia by hillary or podesta russian company trump russia story is hoax maga,03-28-2017 01:35:35,1
16305,why is not the house intelligence committee looking into the bill hillary deal that allowed big uranium to go to russia russian speech,03-28-2017 01:26:04,0
16306,general kelly is doing great job at the border numbers are way down many are not even trying to come in anymore,03-27-2017 01:04:42,0
16307,democrats are smiling in that the freedom caucus with the help of club for growth and heritage have saved planned parenthood ocare,03-26-2017 12:21:58,1
16308,thanks you for all of the trump rallies today amazing support we will all make america great again,03-25-2017 22:37:02,1
16309,watch on tonight at,03-25-2017 14:41:14,1
16310,obamacare will explode and we will all get together and piece together great healthcare plan for the people do not worry,03-25-2017 14:37:52,1
16311,happy medalofhonorday to our heroes,03-25-2017 13:29:17,1
16312,today was thrilled to announce commitment of billion american jobs over the next years thank you,03-24-2017 17:59:42,1
16313,today was pleased to announce the official approval of the presidential permit for the keystonepipeline grea,03-24-2017 17:03:46,1
16314,the irony is that the freedom caucus which is very pro life and against planned parenthood allows to continue if they stop this plan,03-24-2017 12:23:00,1
16315,after seven horrible years of obamacare skyrocketing premiums deductibles bad healthcare this is finally your chance for great plan,03-24-2017 12:14:32,1
16316,it was an honor to welcome so many truckers and trucking industry leaders to the today,03-23-2017 22:19:43,1
16317,we are taking action to repealandreplace obamacare contact your rep tell them you support ahca passthebill,03-23-2017 16:07:55,1
16318,great american kurt cochran was killed in the london terror attack my prayers and condolences are with his family and friends,03-23-2017 15:16:24,0
16319,just watched the totally biased and fake news reports of the so called russia story on nbc and abc such dishonesty,03-23-2017 12:18:33,1
16320,spoke to prime minister theresa may today to offer condolences on the terrorist attack in london she is strong and doing very well,03-23-2017 01:33:54,1
16321,rt trump always ends up being right it almost little freaky,03-23-2017 01:04:32,1
16322,rt exactly as said house intel chair we cannot rule out sr obama officials were involved in trump surveillance,03-23-2017 01:03:18,1
16323,big day for healthcare working hard,03-22-2017 13:09:35,1
16324,today on nationalagday we honor our great american farmers ranchers their hard work dedication are ingrained,03-21-2017 18:12:05,1
16325,honored to sign today with this legislation we support scientists engineers and astronauts in the,03-21-2017 17:33:23,1
16326,joined the conference this morning at the capitol passthebill maga,03-21-2017 17:02:31,1
16327,thank you louisville kentucky together we will make america safe and great again,03-21-2017 02:18:20,1
16328,thank you louisville kentucky on my way maga,03-20-2017 23:03:36,1
16329,congratulations eric lara very proud and happy for the two of you,03-20-2017 17:15:18,1
16330,what about all of the contact with the clinton campaign and the russians also is it true that the dnc would not let the fbi in to look,03-20-2017 13:14:49,1
16331,just heard fake news cnn is doing polls again despite the fact that their election polls were way off disaster much higher ratings at fox,03-20-2017 12:35:14,0
16332,the real story that congress the fbi and all others should be looking into is the leaking of classified information must find leaker now,03-20-2017 11:02:57,1
16333,the democrats made up and pushed the russian story as an excuse for running terrible campaign big advantage in electoral college lost,03-20-2017 10:49:48,0
16334,james clapper and others stated that there is no evidence potus colluded with russia this story is fake news and everyone knows it,03-20-2017 10:35:28,0
16335,icymi weekly address,03-19-2017 20:20:22,1
16336,vast sums of money to nato the united states must be paid more for the powerful and very expensive defense it provides to germany,03-18-2017 13:23:37,0
16337,despite what you have heard from the fake news had great meeting with german chancellor angela merkel nevertheless germany owes,03-18-2017 13:15:41,1
16338,great meeting with the committee this morning at the,03-17-2017 15:39:10,1
16339,the president changed so has small businesses confidence,03-17-2017 14:07:26,1
16340,north korea is behaving very badly they have been playing the united states for years china has done little to help,03-17-2017 13:07:15,0
16341,rt fox news alert jihadis using religious visa to enter us experts warn via,03-17-2017 12:34:17,1
16342,rt video rep scalise gop agrees on over percent of health care bill,03-17-2017 12:30:25,1
16343,rt major impact trump is days in and moving swiftly to get america back on the right track maga,03-17-2017 12:26:12,1
16344,rt jobs created in february,03-17-2017 12:20:22,1
16345,happy fheile phadraig to all of my great irish friends,03-17-2017 12:12:04,1
16346,rt when the president says you re fired that means pack yo stuff and go not say you refuse to go draintheswam,03-17-2017 09:35:58,1
16347,my representatives had great meeting the hispanic chamber of commerce at the wh today look forward to tremendous growth future mtgs,03-16-2017 22:43:32,1
16348,great progress on healthcare improvements being made republicans coming together,03-16-2017 21:54:02,1
16349,rt ushcc was delighted to host for roundtable discussion hispanic women biz owners today in washington ushcclegi,03-16-2017 21:43:07,1
